Yexp,T,X1,X2,X3,X4,X5,X6,X7,X8
-94.264755965562,0.0,-1.7134264296875379,-3.274874516295462,-1.3558521937477734,-0.6305842723570936,-0.35524288394686365,-0.7853768533968546,-1.8722474886719966,-0.7412638575950511
-15.108562133992265,1.0,0.5573747376578337,-0.946359485758847,-0.621453117738293,0.18814360509030556,-1.3023007349075661,0.5804995506738367,-0.15512107381083098,0.32399177972971155
-79.7348117163171,0.0,-1.3673981338554513,-1.7586531946875585,-0.9104793548193036,-0.7807391241096888,-1.0329717186563683,-0.29132373668956135,-2.1680513749873467,-0.9261346858555503
41.34654828415766,1.0,0.6166204257436018,0.1564661812800971,1.2659876577396711,0.9799500489373855,0.5758102546758358,0.9068172435761106,1.1149955633344157,0.18736478320267608
-65.84183027235551,0.0,0.3938036479592513,-1.1319200232492945,-0.8690665209858263,-1.2617918635322438,-0.24940674209834335,-0.4596695174178253,-0.9055226901428554,-1.4541340467035961
-66.84953489385046,0.0,-0.6523839792123377,-0.5925620735802875,-1.8368357525128503,-0.7084131653248659,-0.9279855346295002,-1.5685427390575228,-1.6738530423609643,-0.536606996924009
-30.268317077548605,0.0,-0.6938168853514163,-1.0855465189289764,-0.75055118984901,0.20437951863967813,-0.73970969188933,-0.7981427803887275,-0.5149008270247359,-0.24809164973455583
20.372668955294742,0.0,0.7845608465707117,0.8165469308042731,0.34627308202702867,0.12844072367140658,-0.14989758972290754,0.27186147819303536,0.5107610969229449,0.08507575475417783
37.42877974599136,1.0,0.3737040558732599,0.10809997667599686,0.8658615181572114,0.911875778104389,-0.47794294828148715,1.3169832320126191,0.9333986254277782,0.48973920844928426
-69.06415291251048,0.0,-1.2069917623161202,-0.11800397488611855,-0.9643109652641488,-1.2419355712117477,-0.6840125359921921,-0.7194089215897715,-2.030614231544269,-0.9843416131580291
17.037772963517263,1.0,-0.8836809976671228,0.4230315668898071,-0.9897299098763137,0.7611195170848785,0.34071995684803896,0.32042779282093703,-0.4873647704220312,0.015224467530575256
3.3673953929610794,1.0,-0.2328578685462883,0.15699132194138712,-0.12532554237039326,-0.5044650504033402,-0.29047056541729466,0.7541872198877199,0.8836420644401443,-0.01745430098075412
